Probe Name	Annotation	Accession	NS Probe ID	Class Name	Analyte Type	Samples above Threshold	20210527_20210527OUa_01 OU01_01.RCC	20210527_20210527OUa_02 OU02_02.RCC	20210527_20210527OUa_03 OU03_03.RCC	20210527_20210527OUa_04 OU04_04.RCC	20210527_20210527OUa_05 OU05_05.RCC	20210527_20210527OUa_06 OU06_06.RCC	20210527_20210527OUa_07 OU07_07.RCC	20210527_20210527OUa_08 OU08_08.RCC	20210527_20210527OUa_09 OU09_09.RCC	20210527_20210527OUa_10 OU10_10.RCC	20210527_20210527OUa_11 OU11_11.RCC	20210527_20210527OUa_12 OU12_12.RCC	20210528_20210528OUb_01 OU13_01.RCC	20210528_20210528OUb_02 OU14_02.RCC	20210528_20210528OUb_03 OU15_03.RCC	20210528_20210528OUb_04 OU16_04.RCC	20210528_20210528OUb_05 OU17_05.RCC	20210528_20210528OUb_06 OU18_06.RCC	20210528_20210528OUb_07 OU19_07.RCC	20210528_20210528OUb_08 OU20_08.RCC	20210528_20210528OUb_09 OU21_09.RCC	20210528_20210528OUb_10 OU22_10.RCC	20210528_20210528OUb_11 OU23_11.RCC	20210528_20210528OUb_12 OU24_12.RCC	20210602OUc_01 OU25_01.RCC	20210602OUc_02 OU26_02.RCC	20210602OUc_03 OU27_03.RCC	20210602OUc_04 OU28_04.RCC	20210602OUc_05 OU29_05.RCC	20210602OUc_06 OU30_06.RCC	20210602OUc_07 OU31_07.RCC	20210602OUc_08 OU32_08.RCC	20210602OUc_09 OU33_09.RCC	20210602OUc_10 OU34_10.RCC	20210602OUc_11 OU35_11.RCC	20210602OUc_12 OU36_12.RCC	20210602_20210602OUd_01 OU37_01.RCC	20210602_20210602OUd_02 OU38_02.RCC	20210602_20210602OUd_03 OU39_03.RCC	20210602_20210602OUd_04 OU40_04.RCC	20210602_20210602OUd_05 OU41_05.RCC	20210602_20210602OUd_06 OU42_06.RCC	20210602_20210602OUd_07 OU43_07.RCC	20210602_20210602OUd_08 OU44_08.RCC	20210602_20210602OUd_09 OU45_09.RCC	20210602_20210602OUd_10 OU46_10.RCC	20210602_20210602OUd_11 OU47_11.RCC	20210602_20210602OUd_12 OU48_12.RCC
FKBP5		NM_001145775.1		Endogenous	mRNA	100	2531.82	2573.143	318.007	757.226	1833.354	734.978	748.196	2322.953	1890.735	2258.904	2953.945	4169.95	3687.284	2423.547	1133.08	2492.921	384.948	996.04	2247.679	2880.841	841.056	1079.969	1667.404	2455.975	10081.336	488.923	2313.145	1415.813	2626.825	2782.493	1519.057	3366.427	644.616	2263.196	3485.349	1654.314	1038.308	857.312	784.5	2839.535	1615.965	1891.901	1478.172	3668.428	1833.528	2930.671	1173.552	2787.403
FN1		NM_212482.1		Endogenous	mRNA	100	3569.051	526.487	1988.346	689.505	2784.519	11039.884	23513.014	1971.721	1474.532	3622.589	3087.521	2169.418	41647.082	2003.953	880.876	1627.351	1462.705	10397.769	3985.674	1478.365	3436.084	2388.547	486.252	392.301	1490.903	2269.27	2390.303	229.937	8633.896	1332.488	1611.946	5154.201	9428.617	1625.297	3789.552	9212.147	6749.063	4551.777	2970.987	5829.949	6113.074	3183.414	8001.683	11089.657	9285.409	1181.51	2019.365	2515.666
FOXP3		NM_014009.3		Endogenous	mRNA	70.833	1.189	1.022	2.294	8.647	1	1	4.482	1	1	1	1	9.009	6.731	1.131	1.131	1.306	1	6.194	1.218	1.765	2.874	5.583	1.068	1	6.779	2.74	1.057	1	7.188	1.008	1	1.531	7.458	1.036	1.06	1.277	3.699	1.239	1	1.181	1.172	1	2.27	13.267	2.927	1	1	10.229
FYN		NM_002037.3		Endogenous	mRNA	100	378.851	466.171	1402.81	723.001	686.081	696.425	566.605	735.166	269.128	539.505	339.788	424.854	744.247	708.983	312.004	697.809	867.027	981.537	464.506	758.302	737.577	811.976	375.163	577.445	462.751	468.997	824.953	443.987	1029.506	449.789	1048.699	1225.077	1213.105	948.047	981.77	1673.47	1054.633	1009.75	927.136	1314.802	1347.639	1107.965	836.476	720.448	635.166	915.827	639.148	1127.604
GATA3		NM_001002295.1		Endogenous	mRNA	100	70.774	49.071	23.403	138.265	152.54	65.005	47.277	53.522	59.586	132.189	122.444	105.1	9.073	116.349	16.823	30.68	60.379	38.826	102.202	119.422	56.914	92.5	120.703	87.04	69.862	142.219	108.338	97.111	125.57	145.479	110.517	86.289	49.11	65.757	161.376	151.176	75.121	64.136	74.929	52.261	59.905	170.19	88.233	102.708	53.892	59.211	201.998	85.77
GBP1		NM_002053.1		Endogenous	mRNA	100	248.008	16.357	282.214	93.845	53.295	307.464	699.617	84.3	40.144	83.338	62.071	404.973	751.271	108.433	51.883	85.513	286.622	508.973	396.297	157.073	431.738	191.488	62.784	32.852	84.25	146.204	227.774	40.732	172.923	120.288	137.539	127.616	584.953	98.895	62.801	379.775	643.442	153.368	188.677	178.634	294.251	135.185	267.424	698.982	383.097	103.65	59.556	79.475
GBP5		NM_052942.3		Endogenous	mRNA	75	31.521	1.022	2.294	7.919	1	1	46.121	8.26	1	2.838	3.962	37.173	48.875	1.131	1.131	1.306	1	11.029	15.391	1.177	13.222	1.207	1	1	1.107	1	20.611	1	14.798	1.008	1	1.531	53.612	8.802	1.06	1.756	10.841	1.239	1	2.657	3.662	2.533	20.431	86.013	37.363	1	1	1.049
GFI1		NM_005263.2		Endogenous	mRNA	81.25	7.732	1.022	7.801	4.278	1	1	7.952	1	1	6.966	1	32.203	69.947	1.131	10.037	1.306	1	11.029	8.305	1.177	18.971	1.207	1	1	3.459	6.725	31.18	1.553	16.489	5.416	3.272	1.531	22.092	1.036	1.06	17.081	9.821	8.366	6.319	3.838	1.318	1	38.593	93.168	13.946	2.482	11.42	4.984
GNLY		NM_006433.2		Endogenous	mRNA	91.667	5.353	1.022	19.732	10.832	1	29.879	25.301	7.355	3.42	5.59	4.717	9.837	268.959	1.131	15.692	1.306	1	27.949	50.824	1.177	17.821	10.412	1	1	1.107	3.736	53.376	7.286	3.805	1.008	4.117	1.531	38.978	20.193	17.224	24.744	15.943	17.041	19.861	23.916	1.172	11.745	34.96	20.422	12.569	1.536	2.579	6.033
GP1BB		NM_000407.4		Endogenous	mRNA	100	302.724	186.06	485.959	360.363	162.861	391.424	587.424	298.842	100.63	348.232	148.103	100.959	165.941	312.009	55.276	289.176	404.04	790.578	73.856	87.655	627.199	638.143	143.49	173.741	91.997	38.606	59.718	26.398	90.901	27.584	83.495	75.575	100.893	78.184	104.139	110.309	237.353	105.034	117.359	123.124	158.33	119.525	53.122	60.969	69.044	95.14	73.309	86.819
GPI		NM_000175.2		Endogenous	mRNA	100	2029.857	3424.723	2015.88	808.199	1332.365	1983.253	2848.638	2144.622	2917.561	3233.162	2276.257	2369.885	1863.397	2063.896	2884.937	1354.494	1263.191	1611.22	1587.737	1259.522	2807.161	5602.046	1953.197	2860.581	3660.092	2163.665	3261.234	1949.028	3507.084	3149.277	1783.369	1560.285	2138.448	1821.016	3581.804	1056.635	1660.706	3813.132	3279.731	4398.519	4840.573	1544.611	3831.866	3156.825	3823.91	4164.538	3409.405	1402.488
GPR183		NM_004951.3		Endogenous	mRNA	100	94.564	150.279	213.381	13.016	89.817	31.592	157.157	77.964	40.864	48.248	65.844	418.227	990.085	168.375	109.562	137.734	90.927	423.162	251.907	35.886	74.16	59.906	96.016	20.208	664.176	176.092	312.33	48.376	103.585	134.395	37.895	178.127	517.41	313.254	70.221	433.413	210.825	240.122	398.118	171.547	126.694	134.264	411.503	710.908	738.473	128.232	169.58	71.082
GZMA		NM_006144.2		Endogenous	mRNA	100	239.681	4.089	42.676	36.318	4.863	62.435	105.109	10.071	21.422	9.03	20.565	135.75	201.061	30.395	28.133	16.319	23.149	99.257	80.943	12.354	194.886	28.52	12.462	6.661	17.846	31.632	51.262	11.109	59.614	26.577	8.339	23.533	333.917	20.193	25.704	36.238	166.951	80.247	31.597	34.546	32.955	14.509	203.254	192.149	91.082	3.427	32.05	31.213
GZMB		NM_004131.3		Endogenous	mRNA	93.75	30.332	6.134	8.719	19.57	1	11.887	169.88	9.166	9.181	4.902	3.207	41.315	182.33	15.692	12.299	120.762	15.512	30.366	120.805	2.941	44.266	1.207	1	2.145	10.099	11.706	38.579	1.553	19.026	1.008	4.117	3.635	139.167	40.904	12.984	82.213	27.166	3.408	19.861	38.089	6.005	3.454	95.498	128.944	35.985	1	28.12	14.426
GZMK		NM_002104.2		Endogenous	mRNA	87.5	111.217	1.022	7.801	15.929	1	7.604	27.615	10.976	1	1.462	1	78.592	44.192	1.131	5.513	1.306	9.785	35.201	37.537	4.118	41.967	1.962	1	1	15.633	31.632	7.927	1	46.085	16.5	14.25	26.595	208.962	19.158	16.164	31.129	48.593	34.392	8.125	10.925	34.127	11.745	73.704	95.553	31.853	9.1	17.314	11.279
HAMP		NM_021175.2		Endogenous	mRNA	70.833	1.189	1.022	1	1.365	30.27	1	4.482	1	1	1	1	4.038	2.341	1.131	1.131	1.306	1	3.777	6.533	1.177	1.725	1.207	3.917	3.048	1.107	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	10.844	1	1.181	1.172	1	1.211	20.422	9.814	1	10.438	1.049
HAVCR2		NM_032782.3		Endogenous	mRNA	100	86.238	6.134	27.074	11.56	8.039	90.708	75.036	47.186	16.382	32.424	21.319	100.13	147.21	2.121	13.43	16.319	16.467	87.171	96.887	11.177	130.499	43.006	34.3	7.564	96.424	43.587	88.256	11.109	82.445	28.592	10.028	31.187	201.082	27.442	31.003	43.9	94.508	64.136	69.513	40.451	66.935	22.8	143.928	273.243	237.09	34.629	39.908	34.361
HFE		NM_139011.2		Endogenous	mRNA	93.75	45.795	53.16	6.883	1	3.275	14.458	10.265	1.018	3.42	1.462	7.735	9.837	51.216	1.131	1.131	1.306	13.603	15.863	10.076	4.118	24.72	1.962	4.866	2.145	27.807	16.688	37.522	1	17.335	60.837	7.494	9.758	36.727	1.036	12.984	6.864	29.207	3.408	12.639	47.537	31.783	17.272	49.489	43.081	75.931	6.264	1	7.082
HLA-A		NM_002116.5		Endogenous	mRNA	100	14556.328	3435.969	3144.735	9955.718	6028.641	6475.157	7158.246	2600.861	3119.902	5792.651	4199.896	4053.978	9079.342	2051.455	7618.003	4083.064	2418.272	3669.472	2941.283	2290.201	5287.212	5215.75	3152.389	2396.368	9160.537	7699.976	16072.58	3432.09	5949.994	7446.895	3533.909	6798.096	6275.473	6534.843	15082.158	5212.294	7173.519	10328.331	8565.398	8419.988	6292.349	3867.861	10058.744	13502.184	8621.489	7344.228	8357.556	4115.662
HLA-B		NM_005514.6		Endogenous	mRNA	100	17357.566	4597.307	3072.231	14672.93	6774.964	10572.959	11030.647	2141.906	2079.395	8791.106	4076.131	5772.861	12010.672	2183.779	7343.18	5226.713	4029.658	6490.353	4554.376	1873.694	8669.832	3741.79	3854.054	1865.322	4130.452	3025.444	12112.171	813.797	3015.796	4904.6	1503.012	4209.803	5603.417	6193.112	6806.143	3788.336	6078.71	4812.038	5059.074	4476.468	4418.749	1901.113	7229.226	9938.848	5566.355	2549.638	6073.567	1468.587
HLA-C		NM_002117.4		Endogenous	mRNA	100	4894.138	3050.559	2601.416	7470.406	3665.815	5341.686	5536.649	2962.957	1538.619	4941.552	2823.388	3504.763	8049.161	1923.654	3770.478	3329.77	2252.17	3195.699	2801.322	2616.112	1954.032	5101.069	2365.271	1910.479	1373.589	874.482	3716.781	228.981	1088.697	1848.404	1125.544	1701.103	1120.796	2275.623	5296.788	995.334	1646.421	1472.023	4657.345	1703.367	1282.022	1867.029	2790.623	3824.652	2425.822	3150.97	3468.347	1216.784
HLA-DMA		NM_006120.3		Endogenous	mRNA	100	481.147	82.807	218.888	82.194	121.575	399.992	543.472	268.969	80.468	192.736	151.122	529.23	1467.714	209.09	110.693	229.122	238.892	420.745	704.566	95.891	669.74	320.656	190.964	95.168	235.872	327.526	459.247	56.977	468.034	333.909	175.54	225.576	1047.624	285.294	221.793	245.681	681.194	272.344	482.977	345.161	462.981	205.196	884.906	1007.853	1310.105	147.142	208.874	268.327
HLA-DMB		NM_002118.3		Endogenous	mRNA	100	443.083	62.361	166.575	72.728	93.787	463.391	491.424	196.55	99.19	220.945	129.236	544.969	922.187	155.934	118.609	175.595	163.477	407.451	599.152	75.889	604.204	290.476	192.863	103.297	265.753	265.757	420.139	47.421	359.799	290.58	118.117	172.004	769.571	149.637	156.076	163.947	514.881	295.892	346.66	257.764	368.07	149.003	761.409	753.84	878.971	71.503	192.174	277.77
HLA-DOB		NM_002120.3		Endogenous	mRNA	97.917	44.606	6.134	16.061	22.483	36.621	4.177	31.084	16.407	17.102	13.159	7.735	59.54	93.36	6.645	6.644	16.319	26.968	56.955	10.962	14.707	18.971	16.448	1	11.176	20.059	33.624	30.123	26.398	88.364	13.477	16.783	8.227	71.624	7.767	5.565	20.912	89.406	17.041	30.694	38.089	17.722	2.533	79.758	142.062	63.534	14.773	17.314	28.066
HLA-DPA1		NM_033554.2		Endogenous	mRNA	100	4172.121	1358.644	2764.779	709.166	2146.969	3839.815	3122.76	3500.668	1162.02	2403.392	2947.908	5404.233	6473.453	1740.435	1595.643	3851.984	2299.9	7146.625	4948.57	1394.828	4861.797	4303.126	1541.123	2278.959	1528.531	3290.454	4948.133	801.375	4455.836	3875.791	1118.788	2219.986	11038.397	2330.507	845.038	2401.413	6523.572	3272.781	3824.999	2948.192	2950.569	1578.695	5154.003	8138.1	8712.399	1033.068	3995.875	4099.924
HLA-DPB1		NM_002121.4		Endogenous	mRNA	100	3188.416	949.722	1679.976	475.417	933.003	2561.555	2614.999	2059.529	699.012	1408.493	1725.352	4312.432	5333.231	989.465	813.019	1552.935	1644.081	4135.993	2971.401	718.298	4305.31	2559.966	1053.091	1272.862	1742.13	2588.079	4111.025	1190.296	2750.281	2621.27	1083.321	1600.081	7904.391	1611.835	635.169	1760.312	4391.094	2418.877	3409.729	1984.456	3368.877	1223.115	5146.739	5903.264	7275.743	488.465	3009.584	2405.502
HLA-DQA1		NM_002122.3		Endogenous	mRNA	89.583	1.189	1.022	521.752	227.832	532.847	910.611	2085.261	1271.972	1	1	1.698	1	2647.739	1.131	272.42	1004.61	1	2030.605	928.68	171.191	4.024	1833.246	958.143	155.679	1451.061	964.147	1878.737	239.493	1	1089.645	235.495	5.166	3661.548	2.589	23.584	819.095	1616.832	1.239	1044.495	855.374	679.751	409.701	2875.375	2436.526	8.437	469.555	17.314	1.836
HLA-DQB1		NM_002123.3		Endogenous	mRNA	89.583	1.189	2.045	286.803	21.755	783.738	639.023	1076.679	191.118	1	1	1.698	1	329.833	1.131	66.585	300.926	1	313.179	541.573	245.316	1.15	673.151	375.163	78.912	978.487	518.811	304.931	39.776	1	370.185	37.05	1.531	1278.397	1.036	21.464	328.692	609.771	5.887	710.473	206.979	1333.578	179.402	525.313	1226.089	1.377	264.383	7.49	1.836
HLA-DRA		NM_019111.3		Endogenous	mRNA	100	7512.196	1425.094	3753.216	1124.962	3826.989	7437.279	5727.494	5369.984	1306.035	3427.875	2738.866	10067.172	12799.697	2153.243	1839.93	2956.386	3501.758	8601.783	7969.245	1341.882	13440.224	5501.851	2482.057	1106.684	2928.544	4450.12	6100.214	960.957	5547.493	3671.239	1790.969	2853.666	15152.908	3677.759	1426.945	3239.186	8629.521	4415.45	5722.603	3311.955	6638.01	2038.371	8765.665	9206.624	13253.776	1129.509	3686.431	5244.577
HLA-DRB1		NM_002124.2		Endogenous	mRNA	100	198.049	62.361	618.117	76.369	771.035	120.694	227.712	321.473	21.422	86.778	52.261	390.062	706.786	110.695	67.716	657.337	204.526	338.56	1476.122	297.085	283.418	225.289	117.854	52.721	806.944	779.836	1440.101	53.154	129.798	202.915	105.45	97.004	2417.627	634.275	37.363	126.911	1367.872	147.171	1227.755	185.72	24.753	92.81	1762.698	1905.842	502.933	378.788	124.391	121.442
HLA-DRB3		NM_022555.3		Endogenous	mRNA	100	1325.682	333.272	987.06	280.99	2503.457	1314.137	2369.793	888.151	233.844	560.834	440.913	2166.104	4415.435	534.812	526.886	2464.199	888.983	1908.536	2432.817	824.19	1586.106	1844.111	652.411	255.024	2496.92	1609.734	4114.196	335.051	1539.397	1392.947	541.186	957.217	5865.71	2527.262	788.861	1535.544	2879.993	1354.286	3277.023	1692.737	2562.725	801.208	4811.362	5621.823	5649.001	2113.766	1048.793	1152.784
HRAS		NM_005343.2		Endogenous	mRNA	100	407.399	180.948	138.124	101.856	241.463	161.817	157.157	92.447	189.2	386.762	302.054	188.767	177.648	259.984	99.383	132.512	262.757	143.975	252.793	194.723	164.992	132.337	263.124	262.249	218.164	254.798	262.653	124.823	336.122	110.211	69.139	123.024	133.539	217.983	69.161	130.742	179.194	88.922	94.79	133.754	126.694	78.071	209.308	257.74	133.783	298.421	226.557	80.524
ICAM1		NM_000201.2		Endogenous	mRNA	100	149.28	73.606	292.309	23.211	96.168	109.556	328.339	44.47	32.943	28.295	80.938	226.044	456.264	112.957	59.799	196.483	156.795	340.977	198.758	122.952	229.379	67.149	62.784	23.82	868.921	132.256	210.862	78.955	110.349	157.571	100.384	263.842	551.181	217.983	117.918	250.789	325.101	107.513	337.633	217.608	227.463	177.56	481.726	1061.517	896.877	213.327	284.516	98.36
ICAM2		NM_000873.3		Endogenous	mRNA	100	101.701	9.201	161.068	23.939	54.883	77	166.41	55.333	21.422	35.176	83.956	100.13	177.648	41.705	27.002	18.93	137.703	237.037	136.75	72.359	259.273	102.157	19.108	14.789	69.862	63.513	70.287	23.531	76.526	69.906	65.761	158.229	136.916	111.322	116.858	200.982	115.934	38.11	108.331	143.202	129.037	68.859	143.928	97.938	146.179	39.356	12.402	77.377
ICAM3		NM_002162.3		Endogenous	mRNA	100	107.648	3.067	83.976	20.298	44.561	58.151	109.735	68.006	40.864	23.479	33.394	122.496	170.624	21.347	23.609	48.958	72.789	129.472	70.313	41.768	107.503	59.906	33.35	5.758	66.542	62.516	33.294	17.798	68.07	31.615	28.606	69.452	150.424	32.62	45.842	126.911	74.101	44.306	34.305	95.96	58.733	27.406	125.766	205.267	128.273	21.392	35.979	44.852
ICAM4		NM_001039132.1		Endogenous	mRNA	58.333	1.189	1.022	2.294	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	3.459	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	1.181	1.172	1	1.211	4.919	4.304	1	1	1.049
ICAM5		NM_003259.3		Endogenous	mRNA	58.333	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	9.19	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	5.206	1.036	1.06	1.277	3.699	1.239	1	1.181	1.172	1	1.211	1.193	1.377	1	1	1.049
ICOS		NM_012092.2		Endogenous	mRNA	91.667	22.005	1.022	6.883	4.278	3.275	4.177	6.795	6.45	1.98	5.59	5.471	38.002	46.534	7.775	16.823	8.486	1	38.826	7.419	10.001	25.87	1.962	1.068	1	11.206	4.732	26.952	3.464	11.415	12.47	8.339	2.105	38.978	10.873	14.044	29.852	24.105	7.126	1	10.925	7.177	1	33.75	78.857	18.079	11.937	9.455	12.328
ICOSLG		NM_015259.4		Endogenous	mRNA	97.917	56.501	29.647	98.66	66.174	74.732	44.444	136.338	66.196	9.901	53.065	30.375	57.883	320.468	34.919	24.74	116.845	74.698	169.356	129.663	39.415	112.102	52.663	50.441	1	101.957	53.55	91.427	2.508	138.254	84.013	45.495	161.29	170.687	70.935	82.94	226.524	80.223	173.197	125.484	100.684	146.613	64.253	191.147	329.292	296.319	96.086	40.891	40.656
IDO1		NM_002164.3		Endogenous	mRNA	97.917	30.332	4.089	5.048	102.584	3.275	2.463	49.591	6.45	43.745	4.214	33.394	126.638	62.923	10.037	185.336	161.234	77.562	84.753	607.125	8.824	1.15	18.862	2.967	1	34.447	23.662	110.452	2.508	333.585	13.477	65.761	990.891	70.498	88.54	321.427	3.033	106.751	191.788	13.541	16.83	3.662	19.115	128.188	671.554	85.573	9.1	34.014	147.672
IFI16		NM_005531.1		Endogenous	mRNA	100	690.496	177.881	519.916	506.001	207.323	472.815	780.582	637.401	63.187	214.753	231.116	469.587	1559.026	169.505	788.138	368.814	392.584	948.905	1058.011	362.973	939.936	512.597	261.225	68.977	397.454	395.273	846.092	150.624	383.475	414.521	238.873	629.662	1182.711	447.876	391.383	931.479	840.365	409.911	528.115	635.699	669.206	498.135	688.764	1822.363	811.477	365.551	346.405	351.212
IFI35		NM_005533.3		Endogenous	mRNA	100	156.417	125.744	170.246	159.382	68.38	113.84	164.097	98.784	55.986	96.411	113.388	184.625	266.618	49.622	228.313	59.402	101.428	206.822	226.218	100.597	159.243	105.779	135.894	61.752	107.491	87.423	732.998	40.732	67.224	114.242	83.495	80.167	180.819	104.073	115.799	94.984	236.333	139.735	101.109	175.09	98.572	61.49	158.457	368.647	208.164	99.868	133.233	86.819
IFIH1		NM_022168.2		Endogenous	mRNA	100	230.165	31.691	206.957	222.735	78.701	192.66	123.615	101.5	114.312	267.732	153.386	274.09	259.594	53.015	215.872	50.263	100.473	187.485	295.313	106.48	227.079	134.751	169.126	120.456	160.614	55.542	824.953	8.242	56.232	208.961	71.673	81.697	113.276	115.464	110.499	79.659	201.642	183.112	176.038	145.564	138.411	84.519	248.052	415.156	159.954	101.759	173.509	85.77
IFIT2		NM_001547.4		Endogenous	mRNA	100	215.892	138.011	70.209	34.134	34.24	189.233	73.88	97.879	31.503	161.086	247.719	255.865	149.552	55.277	189.86	72.457	37.469	534.354	383.896	80.595	197.185	155.273	183.368	259.54	101.957	66.501	315.501	89.466	68.07	161.602	104.606	37.309	125.659	65.757	58.562	111.586	232.251	116.188	155.275	77.063	72.794	95.574	358.23	272.05	180.615	33.683	58.573	97.311
IFITM1		NM_003641.3		Endogenous	mRNA	100	1364.935	312.825	2823.516	496.534	227.172	1222.465	1686.224	1267.446	224.483	479.646	650.709	1996.287	3993.997	949.881	713.494	471.951	1737.633	5796.614	1726.812	726.534	4201.83	2277.487	453.97	120.456	1237.462	1393.542	2847.964	423.92	946.638	1221.647	493.052	2252.129	4590.268	1403.689	600.191	741.193	4437.008	808.978	1903.021	2310.426	2440.865	525.771	2133.187	3598.068	4636.592	808.987	590.03	555.802
IFNA1/13		NM_024013.1		Endogenous	mRNA	58.333	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1.743	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	1.181	1.172	1	1.211	1.193	1.377	1	1	1.049
IFNA2		NM_000605.3		Endogenous	mRNA	83.333	1.189	1.022	1.377	1	1	1	1.157	3.734	1	5.59	1	1	2.341	2.121	5.513	1.306	7.876	1.209	3.875	7.648	5.174	1.962	2.967	3.048	21.166	2.74	1.057	1	4.651	1.386	4.961	1.531	11.961	9.838	16.164	5.587	19.004	1.239	6.319	7.382	3.662	1	16.799	12.075	24.966	18.555	9.455	21.77
IFNAR1		NM_000629.2		Endogenous	mRNA	100	195.67	84.851	203.286	120.06	211.293	172.955	120.145	124.131	70.387	165.902	157.159	153.146	109.749	109.564	137.836	183.428	217.89	243.08	155.352	186.487	260.423	179.416	139.692	111.425	120.772	87.423	159.072	151.579	154.32	193.846	243.095	210.27	231.476	206.592	202.714	204.814	245.516	267.387	248.259	216.427	239.18	216.25	151.192	262.51	151.689	171.725	138.144	233.704
IFNAR2		NM_000874.3		Endogenous	mRNA	100	540.621	325.093	585.995	249.678	420.104	423.981	581.641	427.385	163.997	348.92	350.353	464.616	933.893	255.46	482.778	556.811	602.599	767.614	443.246	390.034	780.118	536.74	305.851	255.024	469.392	542.722	623.075	724.928	623.623	738.984	475.319	701.602	1032.99	340.178	531.295	690.109	1102.588	575.982	704.154	909.702	847.309	385.75	711.769	1118.76	850.045	611.379	373.911	457.179
IFNB1		NM_002176.2		Endogenous	mRNA	58.333	1.189	1.022	4.13	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	9.82	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.756	1.02	1.239	1	1.476	1.172	1	1.211	1.193	1.377	1	1	1.049
IFNG		NM_000619.2		Endogenous	mRNA	56.25	1.189	1.022	1	1	1	1	1.157	1	1	1	1	1	2.341	1.131	1.131	1.306	1	1.209	1	1.177	1.15	1.207	1	1	1.107	1	1.057	1	1	1.008	1	1.531	1.126	1.036	1.06	1.277	1.02	1.239	1	1.181	1.172	1	1.211	1.193	1.377	1	1	1.049
IFNGR1		NM_000416.1		Endogenous	mRNA	100	834.424	889.406	1843.339	1358.711	1271.23	1548.884	1643.428	1529.06	1025.926	1210.339	1168.409	1631.801	2334.002	1167.029	1302.724	1614.295	1841.686	2012.476	1375.138	1310.115	2263.32	1550.767	1027.455	1133.779	1529.638	1128.533	1458.069	955.223	1437.08	930.437	1476.834	2457.233	1965.087	1771.31	1725.848	1521.496	1947.417	1714.934	1707.121	2311.607	1885.464	1282.992	1708.214	1308.375	2074.578	1461.376	1267.859	1379.406
IGF2R		NM_000876.1		Endogenous	mRNA	100	621.506	700.279	1147.67	734.652	840.109	573.911	962.173	760.513	853.108	873.202	745.797	788.512	1172.708	746.305	982.663	923.667	839.343	870.346	527.4	864.193	536.367	582.613	627.724	651.502	358.719	340.478	569.17	257.649	375.865	319.802	535.274	782.725	368.814	448.911	523.876	507.485	538.349	417.347	335.827	405.395	387.99	443.785	510.784	336.448	559.408	624.616	535.018	365.901
IKBKAP		NM_003640.3		Endogenous	mRNA	100	361.009	270.911	585.995	442.648	236.699	448.826	341.062	271.685	598.922	329.655	434.121	388.406	208.085	283.734	367.421	226.51	452.725	345.812	303.286	322.97	342.056	385.843	412.193	487.131	588.918	224.91	482.5	336.962	294.688	573.729	551.319	279.148	412.717	724.368	696.646	460.232	472.028	580.94	802.555	675.855	513.365	649.211	604.012	508.175	566.295	583.014	760.961	548.458
IKBKB		NM_001556.1		Endogenous	mRNA	100	111.217	77.695	194.108	72.728	150.952	94.135	198.796	249.959	140.955	195.488	140.556	131.609	524.163	209.09	135.574	128.595	165.387	189.902	142.951	111.186	217.881	115.436	119.753	23.82	144.013	108.345	190.78	122.912	250.717	225.083	104.606	90.881	183.07	65.757	213.313	195.874	184.296	186.83	167.011	217.608	202.856	160.979	279.531	194.534	249.486	208.599	47.767	147.672
IKBKE		NM_014002.2		Endogenous	mRNA	95.833	37.469	31.691	27.074	1	31.064	56.438	93.543	33.607	26.463	29.671	54.525	66.995	191.695	1.131	20.216	7.18	13.603	38.826	27.793	1.177	45.416	17.655	32.401	25.627	1.107	45.58	52.319	1	31.71	17.508	13.406	8.227	50.235	3.624	5.565	11.973	34.308	36.87	25.277	32.184	57.561	22.8	80.969	103.901	104.857	9.1	20.261	16.525
IKBKG		NM_003639.2		Endogenous	mRNA	100	164.744	164.591	207.875	105.496	166.037	138.685	190.7	182.971	121.513	198.24	117.916	156.46	273.642	150.279	109.562	172.984	160.614	166.938	142.951	128.835	193.736	140.787	112.157	153.872	251.366	247.824	245.742	200.314	376.71	247.252	194.962	273.026	262.997	178.633	289.629	257.175	348.568	252.515	308.744	275.479	328.232	325.872	300.114	357.914	417.533	309.767	222.627	303.999
